Jul.Day,YYYY/MM/DD,Wdy,DZD/USD,ARS/USD,AUD/USD,ATS/USD,BSD/USD,BHD/USD,BBD/USD,BEF/USD,BMD/USD,BRL/USD,GBP/USD,BGN/USD,CAD/USD,CLP/USD,CNY/USD,COP/USD,HRK/USD,CYP/USD
2451397,8/6/1999,Fri,64.404,0.9998,1.5307,12.776,1,0.37662,1.9842,37.453,1.00213,1.849,0.6192,1.8148,1.5038,513.42,8.2763,1854.3,,0.53624
2451400,8/9/1999,Mon,64.423,0.99947,1.53,12.846,1,0.37723,1.9815,37.659,1.00075,1.8482,0.62279,1.8194,1.5031,511.78,8.277,1848.8,,0.5374
2451401,8/10/1999,Tue,64.182,0.9998,1.5348,12.798,1,0.37776,1.9794,37.519,0.99972,1.8785,0.61807,1.8075,1.5,511.25,8.2781,1858.7,,0.53385
2451402,8/11/1999,Wed,65.541,0.99993,1.5417,12.903,1,0.37786,1.9803,37.828,1.00016,1.8709,0.62084,1.8213,1.4907,512.62,8.2771,1858.7,,0.53709
2451403,8/12/1999,Thu,66.717,0.99993,1.5384,12.939,1,0.3771,1.9802,37.931,1.00011,1.8519,0.62155,1.8212,1.4847,509.68,8.2759,1886.5,,0.54228
2451404,8/13/1999,Fri,66.967,0.99993,1.5337,13.019,1,0.37705,1.9797,38.165,0.99987,1.871,0.62292,1.8208,1.4777,510.96,8.2784,1880,,0.54143
2451407,8/16/1999,Mon,64.648,0.99953,1.539,13.032,1,0.37649,1.9836,38.204,1.00183,1.881,0.62434,1.8243,1.4813,511.32,8.28,1875.1,,0.547
2451408,8/17/1999,Tue,67.359,0.99953,1.5408,13.075,1,0.37751,1.9807,38.331,1.00035,1.8863,0.62382,1.8216,1.4787,511.31,8.2794,1883.7,,0.54879
2451409,8/18/1999,Wed,66.591,0.99993,1.5458,13.095,1,0.37687,2.0021,38.391,1.00104,1.8911,0.62458,1.8229,1.483,511.73,8.2803,1903.7,,0.54657
2451410,8/19/1999,Thu,64.659,0.99993,1.5711,12.928,1,0.3766,1.9815,37.899,1.00077,1.9189,0.61779,1.8444,1.4935,513.58,8.2788,1890.5,,0.54395
2451411,8/20/1999,Fri,64.924,0.9996,1.565,12.914,1,0.37675,1.9796,37.859,0.99979,1.9924,0.6195,1.8216,1.4941,514.32,8.2776,1908.2,,0.53789
2451414,8/23/1999,Mon,63.567,0.99993,1.5724,13.039,1,0.37642,1.9817,38.226,1.00088,1.8605,0.62209,1.8346,1.4955,514.09,8.2761,1912.4,,0.54247
2451415,8/24/1999,Tue,63.791,0.99993,1.5696,13.102,1,0.37826,1.9789,38.411,0.99947,1.9027,0.62715,1.832,1.4957,514.87,8.2773,1922.5,,0.54871
2451416,8/25/1999,Wed,63.005,0.99993,1.5779,13.145,1,0.37687,1.9811,38.537,1.00055,1.9349,0.63049,1.865,1.4959,515.47,8.2784,1927.7,,0.5503
2451417,8/26/1999,Thu,64.472,0.99987,1.5879,13.18,1,0.37728,1.9803,38.64,1.00014,1.9083,0.62981,1.8643,1.5026,514.06,8.2788,1916.6,,0.55218
2451418,8/27/1999,Fri,64.428,0.9996,1.581,13.15,1,0.37184,1.9782,38.552,0.99911,1.9364,0.6294,1.8589,1.492,514.66,8.2797,1922.7,,0.54966
2451421,8/30/1999,Mon,63.855,0.99993,1.5811,13.169,1,0.37655,1.9876,38.607,1.00385,1.9469,0.62967,1.8682,1.4927,516.86,8.279,1961.5,,0.55212
2451422,8/31/1999,Tue,63.609,0.99993,1.5664,13.005,1,0.37796,1.9821,38.125,1.00107,1.9219,0.62159,1.84,1.4958,517.4,8.2778,1937.6,,0.54258
2451423,9/1/1999,Wed,64.062,0.99993,1.5649,13.002,1,0.37654,1.9769,38.118,0.99833,1.916,0.62396,1.831,1.4857,516.59,8.2769,1929.5,,0.54014
2451424,9/2/1999,Thu,63.244,0.99993,1.5497,12.871,1,0.37657,1.9779,37.734,0.99896,1.923,0.6217,1.8321,1.4942,519.54,8.2781,1945.6,,0.54164
2451425,9/3/1999,Fri,66.848,0.9994,1.5457,12.973,1,0.37705,1.9801,38.031,1.00003,1.9018,0.62348,1.8341,1.4908,521.99,8.2776,1941.1,,0.54072
2451429,9/7/1999,Tue,63.775,0.9998,1.5468,13.004,1,0.37781,1.9836,38.122,1.0018,1.9085,0.62285,1.8443,1.4934,524.18,8.2783,1965,,0.54398
2451430,9/8/1999,Wed,64.751,0.9998,1.5415,12.992,1,0.3768,1.9801,38.089,1.00007,1.895,0.61774,1.8331,1.4874,521.71,8.2771,1967.5,,0.54104
2451431,9/9/1999,Thu,63.705,0.9998,1.5329,13.054,1,0.37746,1.9801,38.269,1.00007,1.8717,0.6124,1.8361,1.4803,522.15,8.2791,1971.1,,0.54354
2451432,9/10/1999,Fri,67.161,0.9998,1.534,13.23,1,0.37669,1.9812,38.786,1.0006,1.856,0.61862,1.8501,1.4748,524.65,8.2761,1976.9,,0.54633
2451435,9/13/1999,Mon,64.041,0.99952,1.521,13.23,1,0.37723,1.9806,38.786,1.00033,1.8839,0.62122,1.8496,1.47,524.44,8.277,1975.8,,0.55518
2451436,9/14/1999,Tue,64.798,0.9998,1.5289,13.226,1,0.37672,1.9793,38.774,0.99964,1.8971,0.62184,1.8813,1.4737,523.52,8.2792,1964.9,,0.55682
2451437,9/15/1999,Wed,64.193,0.9998,1.5409,13.247,1,0.37682,2.0057,38.834,1.00285,1.8776,0.62046,1.8834,1.4754,524.87,8.2795,1972.5,,0.55658
2451438,9/16/1999,Thu,65.416,0.9998,1.547,13.21,1,0.3768,1.9781,38.726,0.99905,1.8812,0.61536,1.8722,1.476,524.89,8.2782,1973.3,,0.55447
2451439,9/17/1999,Fri,,0.9998,1.5425,13.23,1,0.37769,,38.785,,1.8871,0.61632,,1.474,523.07,8.2762,1989.2,,
2451442,9/20/1999,Mon,64.766,0.9998,1.5578,13.22,1,0.37713,1.9856,38.755,1.00282,1.8731,0.6161,1.8743,1.479,525.77,8.2764,1979.9,,0.55256
2451443,9/21/1999,Tue,64.747,0.9998,1.5456,13.153,1,0.37598,1.9805,38.559,1.00026,1.879,0.61316,1.8337,1.4722,524.85,8.2801,1976.1,,0.55015
2451444,9/22/1999,Wed,63.3,0.9998,1.5355,13.101,1,0.37644,1.9993,38.407,0.99965,1.8954,0.61068,1.8514,1.4682,527.37,8.2762,1992.1,,0.54581
2451445,9/23/1999,Thu,65.015,0.9998,1.5427,13.21,1,0.37756,1.9872,38.728,1.00361,1.89,0.61069,1.8587,1.4753,528.02,8.2789,1991,,0.55452
2451446,9/24/1999,Fri,64.74,0.99953,1.5326,13.144,1,0.37741,1.9776,38.533,0.99881,1.916,0.60875,1.8598,1.4736,529.88,8.2787,1991.3,,0.55024
2451449,9/27/1999,Mon,64.191,0.9998,1.5318,13.19,1,0.37759,1.9823,38.668,1.00119,1.922,0.60765,1.8622,1.4713,528.48,8.2797,2007.2,,0.54965
2451450,9/28/1999,Tue,67.699,0.99979,1.5259,13.089,1,0.37772,1.9813,38.372,1.00065,1.9361,0.60621,1.8612,1.4643,528.63,8.2776,2000.4,,0.55166
2451451,9/29/1999,Wed,63.884,0.9998,1.5314,12.962,1,0.37664,2.0026,37.998,1.00131,1.9209,0.60876,1.8624,1.4637,530.71,8.2788,2018.9,,0.54671
2451452,9/30/1999,Thu,63.861,0.9998,1.5319,12.93,1,0.37751,2.0048,37.906,1.00238,1.9201,0.60741,1.8644,1.47,531.65,8.277,2016.5,,0.54128
2451453,10/1/1999,Fri,63.983,0.99953,1.529,12.839,1,0.37618,1.9942,37.64,0.99709,1.9501,0.60427,1.8546,1.4723,531.9,8.276,2008.6,,0.53962
2451456,10/4/1999,Mon,63.868,0.9998,1.5129,12.855,1,0.37733,1.9946,37.686,0.99732,1.9406,0.60391,1.855,1.4698,531.38,8.2759,1983.5,,0.53606
2451457,10/5/1999,Tue,64.189,0.9998,1.5072,12.87,1,0.37631,2.0031,37.73,1.00155,1.949,0.60506,1.8629,1.4686,529.99,8.2785,2000.8,,0.53783
2451458,10/6/1999,Wed,66.665,0.9998,1.5135,12.857,1,0.37713,2.0032,37.69,1.0016,1.9614,0.60394,1.863,1.4695,531.27,8.2789,1999.3,,0.53786
2451459,10/7/1999,Thu,64.003,0.9998,1.5143,12.834,1,0.3771,2.002,37.624,1.00098,1.9324,0.60522,1.8618,1.4713,531.35,8.2797,1990.9,,0.53753
2451460,10/8/1999,Fri,66.902,0.9998,1.5279,12.941,1,0.37759,2.0044,37.938,1.00218,1.9481,0.60537,1.8641,1.4737,531.83,8.2792,1991.5,,0.54318
2451464,10/12/1999,Tue,63.946,0.9998,1.5249,12.816,1,0.37682,1.9986,37.571,0.99931,1.9521,0.60463,1.8587,1.475,533.26,8.2772,1987.9,,0.53813
2451465,10/13/1999,Wed,64.155,0.9998,1.5389,12.787,1,0.37677,1.9994,37.488,0.99969,1.96,0.60484,1.8594,1.4812,535.12,8.2795,1982.9,,0.53693
2451466,10/14/1999,Thu,,0.99993,1.5376,12.737,1,0.37741,,37.341,,1.963,0.60306,,1.4819,536.53,8.2788,1975.9,,
2451467,10/15/1999,Fri,63.723,0.99953,1.5444,12.638,1,0.37667,1.9976,37.05,0.99879,1.9829,0.59926,1.8577,1.4852,540.47,8.2787,1972.4,,0.53206
2451470,10/18/1999,Mon,64.139,0.9998,1.5528,12.666,1,0.3771,2.0106,37.131,1.00531,1.9868,0.59806,1.8699,1.4949,543.4,8.2774,1972.2,,0.53181
2451471,10/19/1999,Tue,63.963,0.9998,1.5409,12.702,1,0.37743,2.0051,37.238,1.00256,1.9888,0.59833,1.8648,1.4908,544.09,8.2776,1964.2,,0.53035
2451472,10/20/1999,Wed,63.987,0.9998,1.5479,12.783,1,0.37804,1.9808,37.476,1.00042,2.0019,0.60057,1.8048,1.4902,542.09,8.2789,1958.2,,0.53322
2451473,10/21/1999,Thu,63.929,0.9998,1.5452,12.731,1,0.37776,1.9797,37.324,0.99983,1.9929,0.59642,1.8047,1.4849,541.34,8.277,1946.1,,0.53291
2451474,10/22/1999,Fri,63.673,0.9998,1.5374,12.886,1,0.37677,1.9804,37.776,1.0002,1.9791,0.60296,1.8054,1.4764,541.2,8.2804,1945.2,,0.53761
2451477,10/25/1999,Mon,63.687,0.9998,1.5361,12.898,1,0.37759,1.9802,37.813,1.00011,1.9785,0.60125,1.8222,1.4742,542.98,8.2774,1950,,0.53806
2451478,10/26/1999,Tue,63.689,0.9998,1.5372,13.009,1,0.37628,1.9803,38.137,1.00014,1.9834,0.60508,1.8222,1.4713,544.32,8.2797,1964.3,,0.54007
2451479,10/27/1999,Wed,64.956,0.9998,1.5535,13.064,1,0.37682,1.98,38.299,1.00001,1.9961,0.60683,1.822,1.4709,546.8,8.2774,1956,,0.54401
2451480,10/28/1999,Thu,67.201,0.9998,1.5485,13.081,1,0.37692,1.9802,38.35,1.00011,1.9793,0.60978,1.8502,1.4722,547.69,8.2801,1968.2,,0.54606
2451481,10/29/1999,Fri,67.478,0.99952,1.5686,13.081,1,0.37718,1.9812,38.349,1.00062,1.952,0.60864,1.8511,1.4718,548.77,8.2778,1972.9,,0.55224
2451484,11/1/1999,Mon,64.788,0.9998,1.5667,13.111,1,0.37751,1.9806,38.437,1.0003,1.9425,0.60958,1.8506,1.4683,547.26,8.2768,1968.2,,0.54616
2451485,11/2/1999,Tue,64.655,0.9998,1.5611,13.096,1,0.37682,1.9801,38.392,1.00007,1.9422,0.60791,1.8501,1.4687,549.66,8.279,1968.8,,0.54604
2451486,11/3/1999,Wed,64.355,0.9998,1.5534,13.122,1,0.3772,1.9806,38.467,1.00029,1.9422,0.60823,1.8525,1.4687,548.23,8.279,1955.7,,0.54616
2451487,11/4/1999,Thu,64.355,0.9998,1.5659,13.182,1,0.37741,1.9799,38.644,0.99998,1.9139,0.61032,1.855,1.4649,549.48,8.2763,1963.7,,0.54699
2451488,11/5/1999,Fri,64.574,0.99952,1.5661,13.229,1,0.37556,1.9824,38.781,1.00121,1.916,0.61718,1.8733,1.4629,549.76,8.279,1961,,0.55167
2451491,11/8/1999,Mon,64.881,0.9998,1.5699,13.279,1,0.37623,1.9813,38.93,1.00063,1.9274,0.61907,1.8702,1.4685,546.52,8.2779,1952.8,,0.55135
2451492,11/9/1999,Tue,65.402,0.9998,1.5674,13.229,1,0.37664,1.9809,38.782,1.00048,1.9286,0.6167,1.8699,1.4738,542.04,8.2798,1944.3,,0.55456
2451493,11/10/1999,Wed,65.435,0.99973,1.5625,13.176,1,0.37772,1.9807,38.626,1.00036,1.9325,0.61511,1.8707,1.4714,542.55,8.2802,1948.9,,0.5512
2451495,11/12/1999,Fri,65.14,0.99952,1.5542,13.34,1,0.37674,1.98,39.109,1,1.935,0.61963,1.883,1.4617,539.37,8.2769,1962,,0.555
2451498,11/15/1999,Mon,64.947,0.99979,1.5468,13.339,1,0.37687,1.9841,39.104,1.00205,1.9353,0.61612,1.8869,1.465,537.61,8.2768,1961.2,,0.55614
2451499,11/16/1999,Tue,68.248,0.9998,1.558,13.335,1,0.37875,1.9809,39.092,1.00046,1.9233,0.61838,1.8839,1.4694,538.83,8.2783,1961.8,,0.55796
2451500,11/17/1999,Wed,67.99,0.9998,1.5637,13.228,1,0.37654,1.9814,38.778,1.00071,1.9331,0.61611,1.8871,1.4674,540.28,8.2764,1938.4,,0.55419
2451501,11/18/1999,Thu,64.763,0.9998,1.5629,13.352,1,0.37692,1.9793,39.142,0.99967,1.9278,0.61861,1.8724,1.464,540.22,8.2759,1926.3,,0.55432
2451502,11/19/1999,Fri,67.669,0.99952,1.5646,13.34,1,0.37716,1.9802,39.107,1.00009,1.9332,0.6187,1.8857,1.4623,540.79,8.2803,1926.6,,0.55405
2451505,11/22/1999,Mon,65.288,0.9998,1.5686,13.322,1,0.377,1.9803,39.055,1.00013,1.9321,0.61698,1.8862,1.4618,539.61,8.2775,1938.7,,0.55607
2451506,11/23/1999,Tue,64.954,0.99993,1.5726,13.409,1,0.37633,1.98,39.309,1,1.9321,0.61581,1.885,1.4647,539.68,8.2798,1922.2,,0.555
2451507,11/24/1999,Wed,64.952,0.99973,1.5803,13.521,1,0.37762,1.9806,39.638,1.00028,1.9302,0.62151,1.9015,1.4687,541.96,8.279,1914.9,,0.56016
2451508,11/25/1999,Thu,65.556,0.9998,1.5741,13.492,1,,1.9808,39.553,1.0004,1.9302,0.61928,1.9018,1.4685,544.09,8.2361,1919.6,,0.56272
2451509,11/26/1999,Fri,68.258,0.99959,1.575,13.573,1,0.3769,1.9802,39.79,1.0001,1.922,0.62296,1.9012,1.4682,546.21,8.2762,1924.3,,0.56456
2451512,11/29/1999,Mon,65.636,0.9998,1.5696,13.62,1,0.37721,1.9807,39.928,1.00037,1.9201,0.62386,1.9257,1.4748,545.82,8.2761,1922.8,,0.56721
2451513,11/30/1999,Tue,66.945,0.9998,1.5712,13.656,1,0.3768,1.9807,40.033,1.00036,1.922,0.6267,1.9257,1.4728,546.09,8.2788,1922.7,,0.56941
2451514,12/1/1999,Wed,65.706,0.9998,1.5738,13.668,1,0.37698,1.9808,40.068,1.00039,1.9205,0.62652,1.9245,1.4742,546,8.2774,1919.5,,0.57052
2451515,12/2/1999,Thu,65.79,0.9998,1.5797,13.725,1,0.37649,1.9809,40.237,1.00046,1.8925,0.62591,1.9246,1.4799,545.28,8.2768,1909.5,,0.57166
2451516,12/3/1999,Fri,66.551,0.99939,1.578,13.738,1,0.37695,1.9805,40.275,,1.8789,0.62441,1.9242,1.4791,543.39,8.277,1903.6,,0.57014
2451519,12/6/1999,Mon,65.541,0.9998,1.5765,13.421,1,0.37713,1.9812,39.344,,1.8675,0.61602,1.9182,1.4742,541.79,8.2774,1875.6,,0.56435
2451520,12/7/1999,Tue,65.423,0.99959,1.5724,13.46,1,0.3768,1.9804,39.46,,1.8594,0.61588,1.9024,1.4749,540.46,8.2767,1898.2,,0.56011
2451521,12/8/1999,Wed,65.164,0.99959,1.5674,13.409,1,0.37726,1.9807,39.309,,1.8636,0.61527,1.9036,1.4793,540.48,8.2781,1903.9,,0.56118
2451522,12/9/1999,Thu,68.686,0.9998,1.5633,13.537,1,0.37677,1.9804,39.686,,1.8661,0.61589,1.9034,1.474,542.51,8.2762,1911.8,,0.56331
2451523,12/10/1999,Fri,65.515,0.99953,1.5708,13.542,1,0.37787,1.9804,39.701,,1.8656,0.61627,1.9182,1.4783,540.31,8.2771,1900.1,,0.56413
2451526,12/13/1999,Mon,65.321,0.9998,1.5796,13.594,1,0.3772,1.9806,39.852,,1.8537,0.61588,1.9225,1.4796,538.23,8.2798,1909.2,,0.56616
2451527,12/14/1999,Tue,65.418,0.9998,1.5738,13.667,1,0.37743,1.9805,40.067,,1.8483,0.62039,1.9375,1.482,537.35,8.2793,1883.1,,0.57015
2451528,12/15/1999,Wed,66.536,0.9998,1.5735,13.67,1,0.37705,1.9802,40.075,,1.8514,0.62155,1.9412,1.4832,536.81,8.2768,1872.7,,0.57106
2451529,12/16/1999,Thu,66.297,0.9998,1.5565,13.532,1,0.37764,1.9806,39.669,,1.8398,0.62007,1.9416,1.4785,535.88,8.2783,1883.4,,0.56888
2451530,12/17/1999,Fri,66.24,0.99939,1.5564,13.638,1,0.37695,1.9808,39.983,,1.8044,0.62223,1.9417,1.4776,535.36,8.2779,1858.6,,0.56612
2451533,12/20/1999,Mon,69.331,0.9998,1.5589,13.667,1,0.37687,1.9804,40.066,,1.8109,0.62337,1.9294,1.4797,536.71,8.2804,1873,,0.5727
2451534,12/21/1999,Tue,68.888,0.9998,1.554,13.628,1,0.37759,1.9799,39.954,,1.8266,0.62108,1.9249,1.4786,537.87,8.2788,1883.6,,0.56596
2451535,12/22/1999,Wed,68.989,0.9998,1.5527,13.651,1,0.377,1.9807,40.02,,1.8206,0.62255,1.9316,1.4765,536.71,8.2763,1885.7,,0.56819
2451536,12/23/1999,Thu,66.713,0.9998,1.5494,13.538,1,0.37777,1.98,39.688,,1.8302,0.61862,1.927,1.4735,534.26,8.2781,1872.3,,0.567
2451537,12/24/1999,Fri,66.67,0.99952,1.5556,13.581,1,,1.9787,39.814,,1.8311,0.61908,1.9258,1.4682,533.12,8.2762,1875.1,,0.56763
2451542,12/29/1999,Wed,65.633,0.99979,1.5376,13.697,1,0.37627,1.9807,40.154,,1.815,0.6184,1.9207,1.4507,528.87,8.2803,1886.5,,0.57111
2451543,12/30/1999,Thu,65.721,0.99993,1.529,13.721,1,0.37695,1.9818,40.224,,1.7912,0.62014,1.9218,1.453,529.71,8.2792,1877.3,,0.57403
2451544,12/31/1999,Fri,66.401,0.99993,1.5221,13.673,1,0.37676,1.9801,40.084,,1.8064,0.61907,1.92,1.4433,529.65,8.2758,1876.9,,0.57352
2451548,1/4/2000,Tue,68.704,0.99979,1.5233,13.345,1,0.37697,1.9822,39.122,0.94306,1.8398,0.61083,1.9222,1.452,529.15,8.2782,1908,,0.56193
2451549,1/5/2000,Wed,67.663,0.99979,1.5256,13.318,1,0.37752,1.9798,39.043,0.99991,1.8528,0.60938,1.8788,1.4513,529.29,8.279,1912.1,,0.55395
2451550,1/6/2000,Thu,67.736,0.99979,1.5282,13.329,1,,1.9803,39.074,0.99317,1.8388,0.60677,1.8703,1.4571,526.41,8.279,1912.2,,0.55109
2451551,1/7/2000,Fri,68.386,0.99952,1.5258,13.367,1,0.37798,1.9813,39.188,0.99366,1.8305,0.61024,1.8923,1.46,522.55,8.2766,1903.5,,0.55737
2451554,1/10/2000,Mon,65.237,0.99979,1.5237,13.422,1,0.37731,1.981,39.348,0.99348,1.8169,0.61068,1.8919,1.4564,519.77,8.2797,1903.8,,0.56387
2451555,1/11/2000,Tue,65.879,0.99993,1.5209,13.327,1,0.37708,1.9807,39.069,0.99334,1.8212,0.60668,1.8957,1.4573,521.58,8.2801,1905,,0.55819
2451556,1/12/2000,Wed,65.88,0.99993,1.5201,13.38,1,0.37726,1.9798,39.226,0.9999,1.8328,0.60734,1.8987,1.4547,519.72,8.2795,1904.1,,0.55694
2451557,1/13/2000,Thu,67.938,0.99979,1.4956,13.399,1,0.37682,1.9808,39.28,0.99342,1.8129,0.60662,1.8888,1.4494,516.54,8.2775,1922.3,,0.5594
2451558,1/14/2000,Fri,68.239,0.99917,1.5003,13.581,1,0.37695,1.9801,39.815,0.99307,1.8042,0.61118,1.9031,1.4493,515.4,8.277,1922.1,,0.56004
2451561,1/17/2000,Mon,66.098,0.99993,1.5069,13.64,1,,1.9804,39.987,0.99321,1.7975,0.61332,1.9034,1.4508,512.29,8.2761,1924.1,,0.56712
2451562,1/18/2000,Tue,68.278,0.99979,1.5052,13.594,1,0.37708,1.9813,39.853,0.99364,1.7945,0.61049,1.9282,1.4501,514.22,8.2768,1933.5,,0.56736
2451563,1/19/2000,Wed,67.936,0.99993,1.5061,13.608,1,0.37716,1.9802,39.892,0.99311,1.7921,0.60824,1.9252,1.4523,516.83,8.2799,1939,,0.56606
2451564,1/20/2000,Thu,65.101,0.99979,1.5008,13.582,1,0.37731,1.9806,39.817,0.99333,1.778,0.60442,1.9286,1.448,519,8.279,1938.4,,0.56719
2451565,1/21/2000,Fri,64.676,0.99951,1.5086,13.625,1,0.37648,1.9772,39.943,0.99158,1.7791,0.60544,1.9193,1.4395,518.37,8.2777,1929.6,,0.56519
2451568,1/24/2000,Mon,65.636,0.99979,1.5282,13.732,1,0.37622,1.9796,40.256,0.99279,1.7673,0.60514,1.9216,1.44,515.39,8.2759,1945.9,,0.57188
2451569,1/25/2000,Tue,67.687,0.99979,1.5284,13.7,1,0.3776,1.9808,40.164,0.9934,1.779,0.60653,1.9418,1.439,516.88,8.2796,1936.8,,0.57023
2451570,1/26/2000,Wed,64.741,0.99979,1.5376,13.744,1,0.37682,1.9812,40.292,0.99361,1.7799,0.60986,1.9222,1.4378,516.45,8.2775,1964.2,,0.57235
2451571,1/27/2000,Thu,66.092,0.99979,1.5263,13.907,1,,1.9801,40.769,0.99304,1.7782,0.61098,1.9211,1.4341,517.35,8.28,1980.8,,0.57502
2451572,1/28/2000,Fri,65.743,0.99952,1.5924,14.097,1,0.37778,1.9801,41.327,0.99306,1.7887,0.61701,1.9211,1.4483,517.62,8.276,1975.9,,0.58293
2451575,1/31/2000,Mon,65.931,0.99979,1.5661,14.108,1,0.37841,1.981,41.36,0.99352,1.8014,0.61793,1.922,1.4512,517.92,8.2784,1977.1,,0.58531
2451576,2/1/2000,Tue,70.994,0.99979,1.5831,14.139,1,0.37687,1.9821,41.451,0.99407,1.7951,0.61892,2.0062,1.4479,518.59,8.2784,1967.3,,0.58863
2451577,2/2/2000,Wed,69.829,0.99979,1.5716,14.082,1,0.37797,1.98,41.284,0.993,1.7841,0.62271,2.003,1.443,516.46,8.2788,1968.6,,0.588
2451578,2/3/2000,Thu,68.933,0.99979,1.5653,13.914,1,0.3769,1.9793,40.79,0.99266,1.7728,0.62386,2.0023,1.4413,514.93,8.2786,1950.3,,0.5898
2451579,2/4/2000,Fri,69.182,0.99938,1.5821,14.095,1,0.37857,1.9864,41.32,0.99624,1.772,0.62878,2.0095,1.4465,515.87,8.2799,1952.1,,0.59192
2451582,2/7/2000,Mon,66.552,0.99979,1.576,14.064,1,0.37661,1.9905,41.23,0.99324,1.768,0.62815,1.9915,1.4455,514.41,8.2789,1948.1,,0.58264
2451583,2/8/2000,Tue,67.464,0.99979,1.5747,13.95,1,0.37742,1.9903,40.896,0.99314,1.7633,0.62108,1.9723,1.4475,514.94,8.2762,1953.4,,0.58288
2451584,2/9/2000,Wed,69.652,0.99979,1.5753,13.878,1,0.3769,1.9921,40.686,0.99405,1.769,0.62031,1.9661,1.4444,514.75,8.2774,1946.6,,0.57761
2451585,2/10/2000,Thu,69.663,0.99979,1.5816,13.949,1,0.37734,1.9902,40.893,0.9931,1.7689,0.62259,1.9722,1.45,516.01,8.2763,1954.2,,0.58006
2451586,2/11/2000,Fri,69.893,0.99384,1.5911,13.975,1,0.37744,1.99,40.969,0.99302,1.7659,0.62795,1.985,1.4512,514.98,8.2784,1950.5,,0.58301
2451589,2/14/2000,Mon,69.762,0.99979,1.5911,14.06,1,0.37646,1.9905,41.218,0.99326,1.7681,0.62912,1.9675,1.4546,514.72,8.2789,1952.5,,0.58365
2451590,2/15/2000,Tue,70.204,0.99979,1.5866,13.99,1,0.37739,1.9898,41.012,0.99291,1.7809,0.62675,1.9848,1.4582,513.81,8.2758,1949.5,,0.58534
2451591,2/16/2000,Wed,70.076,0.99979,1.5873,13.98,1,0.37656,1.9899,40.984,0.99293,1.7739,0.62357,1.9839,1.4516,512.75,8.2759,1945.8,,0.58246
2451592,2/17/2000,Thu,66.479,0.99979,1.5821,13.952,1,0.37716,1.9901,40.903,0.99305,1.776,0.62286,1.9841,1.4522,511.16,8.2794,1946.6,,0.58013
2451593,2/18/2000,Fri,67.359,0.99917,1.5885,13.97,1,0.37697,1.9909,40.955,0.99346,1.776,0.62548,1.9729,1.4508,511.93,8.2761,1944.8,,0.58297
2451596,2/21/2000,Mon,68.041,0.99979,1.596,13.946,1,,1.9905,40.883,0.99324,1.7827,0.62524,1.9725,1.4533,511.01,8.2762,1945.5,,0.57864
2451597,2/22/2000,Tue,66.512,0.99979,1.5975,13.678,1,0.37615,1.9897,40.098,0.99286,1.7843,0.61846,1.9407,1.4587,508.61,8.2787,1942.3,,0.57342
2451598,2/23/2000,Wed,66.561,0.99979,1.6142,13.736,1,0.37806,1.9906,40.268,0.99332,1.7889,0.62296,1.9356,1.4644,507.94,8.2781,1944.8,,0.57279
2451599,2/24/2000,Thu,68.152,0.99979,1.6271,13.854,1,0.37767,1.9896,40.616,0.99281,1.7781,0.62552,1.9346,1.4579,507.27,8.2788,1949.1,,0.57869
2451600,2/25/2000,Fri,71.547,0.99938,1.6182,14.098,1,0.37744,1.9905,41.329,0.99325,1.7733,0.62826,1.9355,1.4504,506.25,8.2785,1944.2,,0.58465
2451603,2/28/2000,Mon,72.528,0.99979,1.6349,14.226,1,0.37794,1.9908,41.705,0.99339,1.7784,0.62724,2.0228,1.4542,501.45,8.2766,1949.3,,0.60054
2451604,2/29/2000,Tue,72.088,0.99979,1.6248,14.27,1,0.37664,1.9904,41.833,0.99321,1.7681,0.63344,2.0034,1.4488,502.53,8.2789,1949.9,,0.59262
2451605,3/1/2000,Wed,72.351,0.99979,1.6482,14.182,1,0.37658,1.9899,41.575,0.99296,1.768,0.63082,2.0109,1.4473,503.58,8.2797,1950.5,,0.59228
2451606,3/2/2000,Thu,69.029,0.99979,1.6437,14.299,1,0.3762,1.9907,41.92,0.99337,1.7584,0.63372,2.0007,1.4537,502.84,8.2785,1956.5,,0.59122
2451607,3/3/2000,Fri,68.884,0.99938,1.6424,14.307,1,0.37687,1.9866,41.942,0.99129,1.743,0.63247,1.9966,1.4507,503.02,8.2803,1965.7,,0.59098
2451610,3/6/2000,Mon,69.089,0.99993,1.6623,14.328,1,0.37752,1.9925,42.003,0.99423,1.7454,0.63568,2.0025,1.455,503.98,8.2765,1963.6,,0.59273
2451611,3/7/2000,Tue,68.979,0.99979,1.6557,14.387,1,0.37633,1.9893,42.178,0.99266,1.7454,0.63401,1.9993,1.4527,506.52,8.2775,1965.8,,0.5918
2451612,3/8/2000,Wed,73.008,0.99979,1.6407,14.367,1,0.37762,1.99,42.118,1.00002,1.7529,0.63085,2.0274,1.4589,508.33,8.2798,1958.3,,0.59981
2451613,3/9/2000,Thu,72.771,0.99993,1.6244,14.209,1,0.37697,1.9909,41.655,0.97544,1.734,0.6322,2.0229,1.4571,506.11,8.279,1961.1,,0.59637
2451614,3/10/2000,Fri,72.559,0.99952,1.6291,14.243,1,0.37682,1.9906,41.755,0.9753,1.736,0.63283,2.0226,1.4574,506.39,8.276,1961.5,,0.59448
