Jul.Day,YYYY/MM/DD,Wdy,CZK/USD,DKK/USD,NLG/USD,XCD/USD,EGP/USD,EEK/USD,EUR/USD,FJD/USD,FIM/USD,FRF/USD,XAF/USD,XPF/USD,DEM/USD,GHS/USD,XAU/USD,GRD/USD,HNL/USD,HKD/USD,HUF/USD,ISK/USD
2451367,7/7/1999,Wed,35.511,7.2736,2.156,,3.399,,0.97837,1.9742,5.8171,6.4177,641.64,116.67,1.9135,0.266787,0.003894,318.46,14.217,7.7573,243.53,75.077
2451368,7/8/1999,Thu,,7.2902,2.1605,,,,0.98039,1.9667,5.8291,6.4309,643.2,116.92,1.9175,0.256492,,320.13,14.227,7.7598,,75.253
2451369,7/9/1999,Fri,35.633,7.3034,2.1633,,3.3984,,0.98167,1.9686,5.8368,6.4394,643.84,117.1,1.92,0.257085,0.0038828,318.3,14.302,7.7572,243.94,75.428
2451372,7/12/1999,Mon,35.864,7.3368,2.1738,,3.4374,,0.98642,1.9748,5.865,6.4705,647.14,117.66,1.9293,0.25717,0.0039228,320.42,14.298,7.7595,245.65,75.692
2451373,7/13/1999,Tue,35.898,7.303,2.165,,3.4274,,0.98244,1.9782,5.8413,6.4444,644.29,117.1,1.9215,0.257826,0.0039382,318.34,14.31,7.7577,244.87,75.369
2451374,7/14/1999,Wed,35.951,7.2797,2.1571,,3.3937,,0.97885,1.9822,5.82,6.4208,642.11,116.77,1.9145,0.268729,0.0039238,318.57,14.306,7.7564,243.5,75.315
2451375,7/15/1999,Thu,35.92,7.2774,2.156,,3.4086,,0.97835,1.9781,5.817,6.4176,641.73,116.63,1.9135,0.258258,0.00396,317.16,14.309,7.7572,243.63,75.249
2451376,7/16/1999,Fri,35.973,7.2845,2.1597,2.6997,3.3986,,0.98003,1.9744,5.827,6.4286,642.84,116.91,1.9168,0.269038,0.0039305,317.57,14.323,7.7572,243.61,75.249
2451379,7/19/1999,Mon,35.937,7.301,2.1597,,3.4098,,0.98003,1.9764,5.827,6.4285,642.93,116.9,1.9168,0.258509,0.0039362,319.81,14.246,7.7566,244.48,75.371
2451380,7/20/1999,Tue,35.08,7.1393,2.1153,,3.4175,,0.9599,1.9822,5.7073,6.2965,629.55,114.46,1.8774,0.265374,0.0039598,311.42,14.272,7.7596,240.65,74.199
2451381,7/21/1999,Wed,34.923,7.0669,2.0935,,3.3913,,0.95,1.9891,5.6484,6.2316,623.08,113.28,1.858,0.256581,0.0039502,309.48,14.268,7.7571,238.98,74.087
2451382,7/22/1999,Thu,34.946,7.0806,2.0969,,3.4173,,0.95155,1.9744,5.6577,6.2418,624.22,113.48,1.8611,0.259948,0.0039413,309.47,14.269,7.7649,239.38,74.015
2451383,7/23/1999,Fri,34.847,7.1108,2.0986,,3.3937,,0.95231,1.9724,5.6622,6.2467,624.74,113.6,1.8625,0.259914,0.003923,309.23,14.276,7.7586,239.03,73.788
2451386,7/26/1999,Mon,34.363,6.9931,2.0686,,3.4058,,0.9387,1.9723,5.5812,6.1575,615.74,111.92,1.8359,0.259862,0.0039361,304.03,14.352,7.7625,236.41,73.008
2451387,7/27/1999,Tue,34.522,7.0023,2.0735,,3.4371,,0.94093,1.9706,5.5945,6.1721,617.13,112.17,1.8403,0.259555,0.0039351,305.14,14.343,7.764,238.19,73.243
2451388,7/28/1999,Wed,34.587,6.9986,2.0701,,3.3865,,0.93938,1.9744,5.5853,6.162,616.23,112.01,1.8373,0.259622,0.0039357,306.55,14.349,7.7647,236.8,73.492
2451389,7/29/1999,Thu,34.22,6.9493,2.0564,,3.3978,,0.93317,1.9764,5.5484,6.1212,612.01,111.29,1.8251,0.2569,0.0039046,304.34,14.348,7.7652,236.22,72.956
2451390,7/30/1999,Fri,34.414,6.9639,2.0604,,3.4067,,0.93495,1.9588,5.559,6.1329,613.31,111.5,1.8286,0.272387,0.0039241,304.43,14.346,7.7644,236.92,72.768
2451394,8/3/1999,Tue,34.312,6.9674,2.0634,,3.4427,,0.93634,1.9608,5.5673,6.142,614.26,111.7,1.8313,0.261276,0.0039006,305.25,14.343,7.7636,238.12,72.902
2451395,8/4/1999,Wed,33.727,6.9118,2.0464,,3.3866,,0.92862,1.955,5.5213,6.0913,609.2,110.74,1.8162,0.273302,0.0039215,302.5,14.35,7.7659,236.01,72.446
2451396,8/5/1999,Thu,33.733,6.8966,2.0416,,3.4141,,0.92642,1.9417,5.5082,6.0769,607.77,110.54,1.8119,0.273217,0.003919,301.86,14.343,7.7636,235.09,72.408
2451397,8/6/1999,Fri,33.928,6.9108,2.046,,3.4181,,0.92844,1.955,5.5203,6.0902,609.07,110.74,1.8159,0.274917,0.0039212,303.68,14.349,7.7635,237.06,72.507
2451400,8/9/1999,Mon,34.021,6.9459,2.0573,,3.4126,,0.93354,1.9646,5.5506,6.1236,612.26,111.34,1.8259,0.261864,0.0038958,305.69,14.343,7.7639,236.97,72.825
2451401,8/10/1999,Tue,33.914,6.9188,2.0496,,3.409,,0.93006,1.9615,5.5299,6.1008,610,110.95,1.819,0.26178,0.0038919,304.2,14.34,7.764,236.19,72.569
2451402,8/11/1999,Wed,34.154,6.9789,2.0665,,3.4105,,0.93772,1.9635,5.5755,6.1511,615.23,111.83,1.834,0.262447,0.0038789,306.67,14.347,7.7641,237.44,72.682
2451403,8/12/1999,Thu,34.238,6.9868,2.0721,,3.4293,,0.94028,1.9673,5.5906,6.1678,616.83,112.14,1.839,0.274944,0.003847,307.2,14.345,7.7652,238.28,72.887
2451404,8/13/1999,Fri,34.346,7.0333,2.0849,,3.4375,,0.94609,1.9684,5.6252,6.206,620.62,112.8,1.8504,0.262004,0.003835,308.43,14.361,7.7651,239.11,73.009
2451407,8/16/1999,Mon,34.345,7.0437,2.087,,3.4035,,0.94706,1.925,5.631,6.2123,621.35,112.99,1.8523,0.258968,0.0038722,308.93,14.354,7.7636,239.64,73.006
2451408,8/17/1999,Tue,34.378,7.0717,2.094,,3.3939,,0.9502,1.9705,5.6496,6.2329,623.4,113.31,1.8584,0.262647,0.0038345,310.78,14.356,7.7622,240.06,73.312
2451409,8/18/1999,Wed,34.399,7.0788,2.0972,,3.3983,,0.95168,1.9684,5.6584,6.2426,624.16,113.47,1.8613,0.275651,0.0038278,309.47,14.356,7.7644,240.05,72.875
2451410,8/19/1999,Thu,34.219,6.992,2.0704,,3.4544,,0.93949,1.9182,5.5859,6.1626,616.39,112.04,1.8375,0.259288,0.0038748,306.93,14.361,7.7625,239.66,72.571
2451411,8/20/1999,Fri,34.176,6.9818,2.0682,,3.4093,,0.93851,1.9294,5.5801,6.1562,615.62,111.92,1.8356,0.272646,0.0038753,307.05,14.366,7.7656,237.96,72.424
2451414,8/23/1999,Mon,34.429,7.031,2.0882,,3.391,,0.9476,1.9616,5.6342,6.2158,621.57,113.04,1.8533,0.263292,0.0039135,308.73,14.366,7.7648,239.84,72.668
2451415,8/24/1999,Tue,34.53,7.0719,2.0984,,3.3932,,0.95219,1.9711,5.6615,6.246,624.51,113.57,1.8623,0.263327,0.0039457,310.18,14.299,7.7658,240.76,73.032
2451416,8/25/1999,Wed,34.846,7.103,2.1052,,3.3879,,0.9553,1.9693,5.6799,6.2663,626.69,113.93,1.8684,0.263362,0.0039662,311.91,14.301,7.7628,241.3,73.328
2451417,8/26/1999,Thu,35.069,7.1213,2.1109,,3.3982,,0.95786,1.9849,5.6952,6.2832,628.44,114.27,1.8734,0.263152,0.0039479,312.98,14.297,7.7654,241.85,73.585
2451418,8/27/1999,Fri,34.98,7.1081,2.106,,3.4109,,0.95568,1.987,5.6822,6.2688,626.89,113.98,1.8691,0.25993,0.0039387,312.33,14.388,7.7627,240.75,73.534
2451421,8/30/1999,Mon,35.149,7.1115,2.109,,3.4104,,0.95704,1.9972,5.6903,6.2778,627.71,114.12,1.8718,0.263727,0.0039595,312.21,14.394,7.7624,242.31,73.532
2451422,8/31/1999,Tue,34.71,7.0357,2.0827,,3.3984,,0.94509,1.9791,5.6193,6.1994,619.89,112.72,1.8484,0.277,0.0039255,308.92,14.397,7.7623,240.24,72.718
2451423,9/1/1999,Wed,34.511,7.0213,2.0823,,3.393,,0.94492,1.9673,5.6183,6.1983,619.82,112.72,1.8481,0.26436,0.0039253,307.66,14.396,7.7623,238.96,72.615
2451424,9/2/1999,Thu,,6.953,2.0613,,3.4328,,0.9354,1.9712,5.5616,6.1358,613.64,111.59,1.8295,0.278769,0.0039144,304.63,14.395,7.7621,238.39,72.253
2451425,9/3/1999,Fri,,7.0188,2.0776,,3.4365,,0.94277,1.9559,5.6054,6.1842,618.33,112.43,1.8439,0.265267,0.0039382,307.95,14.418,7.7646,240.47,72.616
2451429,9/7/1999,Tue,34.621,7.0311,2.0825,,3.3901,,0.94501,1.957,5.6188,6.1989,619.93,112.71,1.8483,0.27914,0.0039164,309.19,14.415,7.766,240.81,72.742
2451430,9/8/1999,Wed,34.671,7.0227,2.0807,,3.405,,0.9442,1.963,5.614,6.1936,619.23,112.6,1.8467,0.265134,0.0039092,308.72,14.371,7.7631,240.17,72.662
2451431,9/9/1999,Thu,34.696,7.0457,2.0906,,3.415,,0.94867,1.9601,5.6405,6.2228,622.24,113.17,1.8554,0.265286,0.0038948,309.69,14.372,7.7625,241.05,72.528
2451432,9/10/1999,Fri,34.856,7.1488,2.1188,,3.4195,,0.96147,1.9426,5.7166,6.3068,630.8,114.68,1.8805,0.265252,0.0039129,312,14.445,7.7621,242.2,72.83
2451435,9/13/1999,Mon,35.246,7.1463,2.1188,,3.3984,,0.96148,1.9455,5.7167,6.3069,630.63,114.66,1.8805,0.281071,0.0039098,314.57,14.44,7.7655,244.18,73.062
2451436,9/14/1999,Tue,34.85,7.1366,2.1182,,3.4286,,0.96119,1.9488,5.715,6.305,630.59,114.68,1.8799,0.280705,0.0039017,312.89,14.448,7.7645,244.71,73.064
2451437,9/15/1999,Wed,35.335,7.1517,2.1215,,3.412,,0.96268,1.9581,5.7238,6.3148,631.32,114.82,1.8828,0.265838,0.003909,313.65,14.451,7.7646,246.17,73.04
2451438,9/16/1999,Thu,34.896,7.127,2.1156,,3.3931,,0.96,1.9599,5.7079,6.2972,629.69,114.51,1.8776,0.277966,0.0038995,313.78,14.442,7.7641,245.37,73.106
2451439,9/17/1999,Fri,,7.1519,2.1188,,,,0.96145,1.9653,5.7165,6.3067,630.72,114.71,1.8804,0.280762,,313.88,14.451,7.7658,,73.006
2451442,9/20/1999,Mon,35.001,7.1484,2.1171,,3.4023,,0.9607,1.9673,5.7121,6.3018,630.17,114.56,1.879,0.266486,0.003935,313.68,14.443,7.7665,245.37,72.821
2451443,9/21/1999,Tue,34.665,7.1018,2.1064,,3.3989,,0.95585,1.9742,5.6832,6.27,627,114.04,1.8695,0.266702,0.0038563,312.7,14.447,7.7668,243.33,72.308
2451444,9/22/1999,Wed,34.503,7.0723,2.0981,,3.3983,,0.95208,1.9568,5.6608,6.2452,624.5,113.55,1.8621,0.285088,0.0037869,311.46,14.451,7.7667,242.49,72.254
2451445,9/23/1999,Thu,34.725,7.1271,2.1157,,3.4333,,0.96004,1.9455,5.7082,6.2975,629.66,114.45,1.8777,0.266782,0.0038064,314.3,14.45,7.7672,245.69,72.532
2451446,9/24/1999,Fri,34.361,7.1085,2.105,,3.424,,0.95521,1.9585,5.6794,6.2658,626.53,113.88,1.8682,0.267927,0.0037088,313.47,14.447,7.7673,243.8,72.306
2451449,9/27/1999,Mon,34.37,7.1215,2.1124,,3.3988,,0.95856,1.9521,5.6994,6.2878,628.76,114.32,1.8748,0.286803,0.0035634,314.38,14.453,7.7673,244.64,72.371
2451450,9/28/1999,Tue,33.983,7.0705,2.0962,,3.3949,,0.95122,1.9511,5.6557,6.2396,623.9,113.42,1.8604,0.269668,0.0033231,313.08,14.356,7.7678,243.79,72.204
2451451,9/29/1999,Wed,33.739,6.9966,2.0758,,3.5046,,0.94195,1.9474,5.6006,6.1788,617.86,112.33,1.8423,0.274615,0.0031331,310.24,14.35,7.768,243.05,71.891
2451452,9/30/1999,Thu,33.674,6.9834,2.0707,,3.4029,,0.93966,1.9493,5.587,6.1638,616.35,112.04,1.8378,0.270221,0.0033344,308.95,14.355,7.7679,242.18,71.672
2451453,10/1/1999,Fri,33.133,6.935,2.0562,,3.3821,,0.93308,1.9475,5.5478,6.1206,612.18,111.29,1.8249,0.270147,0.0032447,307.05,14.35,7.7681,240.32,71.263
2451456,10/4/1999,Mon,33.241,6.9396,2.0587,,3.3882,,0.93421,1.9398,5.5546,6.128,612.93,111.43,1.8272,0.288195,0.0031863,307.1,14.354,7.7677,239.83,71.073
2451457,10/5/1999,Tue,34.272,6.9503,2.0611,,3.4002,,0.93529,1.9362,5.561,6.1351,613.45,111.51,1.8293,0.27046,0.003002,307.43,14.356,7.7683,240.94,71.222
2451458,10/6/1999,Wed,33.914,6.948,2.059,,3.467,,0.93432,1.9387,5.5552,6.1287,612.8,111.41,1.8274,0.289271,0.0031589,306.66,14.351,7.7682,240.37,70.956
2451459,10/7/1999,Thu,34.354,6.9303,2.0554,,3.4074,,0.93268,1.938,5.5454,6.118,611.77,111.21,1.8242,0.273476,0.0031207,306.46,14.354,7.7685,240.76,71.009
2451460,10/8/1999,Fri,34.511,6.9877,2.0725,,3.4427,,0.94046,1.9398,5.5917,6.169,616.87,112.15,1.8394,0.292401,0.0031298,308.18,14.35,7.7687,241.78,71.124
2451464,10/12/1999,Tue,34.133,6.9151,2.0525,,3.3925,,0.93136,1.9475,5.5376,6.1093,611.02,111.07,1.8216,0.277256,0.0031499,306.46,14.461,7.7693,238.69,70.811
2451465,10/13/1999,Wed,34.311,6.9118,2.0479,,3.4859,,0.92929,1.9418,5.5253,6.0958,609.55,110.79,1.8175,0.29506,0.0030995,305.65,14.465,7.7694,239.36,70.837
2451466,10/14/1999,Thu,,6.883,2.0399,,,,0.92567,1.955,5.5038,6.072,607.09,110.34,1.8104,0.280133,,305.61,14.401,7.7693,,70.735
2451467,10/15/1999,Fri,34,6.8317,2.024,,3.3907,,0.91843,1.9619,5.4608,6.0245,602.52,109.53,1.7963,0.296447,0.0031768,302.73,14.49,7.7698,236.9,70.123
2451470,10/18/1999,Mon,34.222,6.8448,2.0284,,3.4128,,0.92045,1.9592,5.4727,6.0377,603.76,109.76,1.8002,0.297789,0.0031976,303.47,14.485,7.7696,239.1,70.117
2451471,10/19/1999,Tue,34.128,6.8637,2.0342,,3.4035,,0.9231,1.9639,5.4885,6.0551,605.52,110.1,1.8054,0.29004,0.0031888,304.87,14.488,7.7693,238.45,70.321
2451472,10/20/1999,Wed,34.087,6.9055,2.0472,,3.3923,,0.92899,1.9492,5.5236,6.0938,609.49,110.8,1.817,0.283847,0.0032545,306,14.496,7.7692,238.91,70.359
2451473,10/21/1999,Thu,33.965,6.8777,2.0389,,3.3942,,0.92523,1.9626,5.5012,6.0691,606.83,110.32,1.8096,0.28392,0.0033234,305.35,14.501,7.7695,238.24,70.241
2451474,10/22/1999,Fri,34.444,6.9642,2.0637,,3.3967,,0.93645,1.9534,5.5679,6.1427,614.14,111.68,1.8315,0.285571,0.0033201,308.35,14.503,7.7699,240.59,70.607
2451477,10/25/1999,Mon,34.382,6.9702,2.0657,,3.4052,,0.93737,1.9513,5.5733,6.1487,614.76,111.77,1.8333,0.28681,0.0033507,308.86,14.496,7.7706,240.97,70.705
2451478,10/26/1999,Tue,34.615,7.0263,2.0834,,3.3953,,0.94538,1.9475,5.621,6.2013,620.02,112.74,1.849,0.286803,0.0034434,311.85,14.425,7.7708,242.41,71.009
2451479,10/27/1999,Wed,34.732,7.0513,2.0922,,3.3948,,0.9494,1.9513,5.6449,6.2276,622.73,113.23,1.8569,0.299572,0.0034269,313.56,14.435,7.7704,242.76,70.921
2451480,10/28/1999,Thu,34.773,7.0677,2.095,,3.4102,,0.95067,1.9627,5.6524,6.236,623.55,113.33,1.8593,0.289802,0.0033825,313.9,14.433,7.7701,242.81,71.018
2451481,10/29/1999,Fri,34.833,7.0658,2.095,,3.4121,,0.95065,1.9608,5.6523,6.2359,623.64,113.39,1.8593,0.290869,0.0033422,314.09,14.515,7.7695,242.73,70.964
2451484,11/1/1999,Mon,34.927,7.0864,2.0997,,3.3958,,0.95282,1.9667,5.6652,6.2501,625.07,113.65,1.8636,0.302119,0.0034664,313.67,14.509,7.7688,243.06,71.07
2451485,11/2/1999,Tue,34.883,7.0781,2.0973,,3.395,,0.95172,1.9743,5.6587,6.2429,624.18,113.5,1.8614,0.302201,0.0034568,313.16,14.441,7.769,242.96,71.331
2451486,11/3/1999,Wed,34.992,7.0918,2.1014,,3.397,,0.95358,1.9645,5.6697,6.2551,625.51,113.76,1.865,0.30471,0.0034318,313.56,14.441,7.77,243.38,71.47
2451487,11/4/1999,Thu,35.09,7.1112,2.1111,,3.4209,,0.95795,1.9716,5.6957,6.2838,628.44,114.27,1.8736,0.309704,0.0034337,314.09,14.447,7.7704,243.87,71.285
2451488,11/5/1999,Fri,35.182,7.1466,2.1186,,3.4181,,0.96136,1.9705,5.716,6.3061,630.56,114.65,1.8803,0.355937,0.0034533,314.67,14.527,7.7706,244.97,71.676
2451491,11/8/1999,Mon,35.22,7.1739,2.1267,,3.3969,,0.96504,1.9725,5.7379,6.3302,632.97,115.09,1.8875,0.307862,0.0034805,316.49,14.525,7.7718,245.44,71.88
2451492,11/9/1999,Tue,35.007,7.1474,2.1186,,3.3986,,0.96138,1.9743,5.7161,6.3063,630.64,114.69,1.8803,0.318316,0.0034318,316.13,14.449,7.7718,245.09,71.753
2451493,11/10/1999,Wed,34.962,7.1289,2.1101,,3.396,,0.95751,1.9814,5.6931,6.2808,628,114.15,1.8727,0.323384,0.0033697,314.67,14.454,7.7716,244.35,71.22
2451495,11/12/1999,Fri,35.237,7.2111,2.1365,,3.414,,0.96949,1.9737,5.7643,6.3594,635.8,115.64,1.8962,0.327003,0.0034144,318.18,14.458,7.7713,246.54,71.793
2451498,11/15/1999,Mon,35.322,7.2096,2.1362,,3.421,,0.96936,1.9646,5.7636,6.3586,635.85,115.63,1.8959,0.327741,0.0034458,318.69,14.448,7.7722,247.89,72.061
2451499,11/16/1999,Tue,35.266,7.2029,2.1355,,3.4164,,0.96907,1.9589,5.7618,6.3567,635.55,115.52,1.8953,0.325809,0.0034128,318.74,14.448,7.7723,246.56,71.959
2451500,11/17/1999,Wed,34.929,7.1476,2.1184,,3.4432,,0.96128,1.9665,5.7155,6.3056,630.6,114.64,1.8801,0.331242,0.0033984,316.66,14.457,7.7724,245.2,71.581
2451501,11/18/1999,Thu,35.153,7.2154,2.1383,,3.3987,,0.97031,1.9685,5.7692,6.3648,636.52,115.73,1.8978,0.331972,0.0034031,318.75,14.452,7.7726,246.48,71.8
2451502,11/19/1999,Fri,35.243,7.2141,2.1364,,3.4143,,0.96944,2.004,5.764,6.3591,636.06,115.69,1.8961,0.370203,0.0033988,319.77,14.55,7.7729,247.05,71.893
2451505,11/22/1999,Mon,35.05,7.2045,2.1335,,3.4144,,0.96814,1.9717,5.7563,6.3506,635.01,115.47,1.8935,0.336821,0.003395,318.96,14.545,7.7723,246.76,71.904
2451506,11/23/1999,Tue,35.224,7.2402,2.1474,,3.3998,,0.97445,1.9713,5.7938,6.392,639.33,116.25,1.9059,0.33905,0.003361,319.39,14.545,7.7723,247.46,72.046
2451507,11/24/1999,Wed,35.43,7.3106,2.1654,,3.415,,0.98261,1.9783,5.8423,6.4455,644.45,117.21,1.9218,0.339192,0.0033575,322.15,14.542,7.7718,249.33,72.564
2451508,11/25/1999,Thu,35.274,7.2951,2.1607,,3.4011,,0.9805,1.9842,5.8298,6.4317,643.23,116.92,1.9177,0.341511,0.0033577,322.18,14.54,7.7713,248.99,72.376
2451509,11/26/1999,Fri,35.524,7.3373,2.1737,,3.4386,,0.98636,1.9782,5.8646,6.4701,647.07,117.64,1.9292,0.341442,0.0033717,325.33,14.565,7.7718,250.07,72.683
2451512,11/29/1999,Mon,35.815,7.374,2.1812,,3.4153,,0.9898,1.9783,5.8851,6.4927,649.41,118.08,1.9359,0.337483,0.0034153,326.5,14.559,7.771,251.25,72.83
2451513,11/30/1999,Tue,35.783,7.3751,2.1869,,3.3976,,0.99239,1.9743,5.9005,6.5096,650.82,118.3,1.9409,0.367282,0.0034364,326.71,14.553,7.7669,251.57,73.092
2451514,12/1/1999,Wed,35.878,7.4006,2.1889,,3.4061,,0.99326,1.9783,5.9057,6.5154,651.44,118.41,1.9427,0.341249,0.0034687,326.08,14.51,7.7697,252.36,73.198
2451515,12/2/1999,Thu,35.952,7.4143,2.1981,,3.4014,,0.99744,1.979,5.9305,6.5428,654.24,118.96,1.9508,0.340991,0.0035144,327.56,14.509,7.7715,252.38,73.19
2451516,12/3/1999,Fri,35.969,7.4289,2.2001,,3.3988,,0.99838,1.988,5.9361,6.5489,655.05,119.09,1.9527,0.349669,0.0035564,327.96,14.572,7.7723,252.33,73.259
2451519,12/6/1999,Mon,35.246,7.2514,2.1493,,3.4231,,0.97532,2.0076,5.799,6.3977,639.84,116.35,1.9076,0.342837,0.0036325,320.62,14.567,7.7736,248.32,72.3
2451520,12/7/1999,Tue,35.341,7.2763,2.1556,,3.406,,0.97818,2.0023,5.816,6.4164,641.54,116.69,1.9132,0.371511,0.00358,321.33,14.574,7.7735,248.75,72.087
2451521,12/8/1999,Wed,35.218,7.2515,2.1474,,3.3991,,0.97444,1.9713,5.7938,6.3919,639.28,116.21,1.9058,0.34164,0.0035425,320.54,14.517,7.775,248.4,72.091
2451522,12/9/1999,Thu,35.376,7.3224,2.168,,3.445,,0.98378,1.9815,5.8493,6.4532,645.36,117.36,1.9241,0.341203,0.003587,323.1,14.522,7.7751,249.77,72.397
2451523,12/10/1999,Fri,35.261,7.3256,2.1688,,3.3988,,0.98416,1.9724,5.8515,6.4556,645.55,117.33,1.9248,0.341409,0.0035789,324.05,14.593,7.7742,249.97,72.466
2451526,12/13/1999,Mon,35.455,7.3466,2.1771,,3.399,,0.98791,1.9882,5.8739,6.4803,648.09,117.8,1.9322,0.343295,0.003587,325.98,14.592,7.7747,250.71,72.529
2451527,12/14/1999,Tue,35.675,7.3915,2.1888,,3.4057,,0.99323,2.0049,5.9055,6.5152,651.43,118.47,1.9426,0.343852,0.0035773,328.09,14.587,7.7748,251.95,72.825
2451528,12/15/1999,Wed,35.643,7.3901,2.1892,,3.3983,,0.99344,2.0049,5.9067,6.5165,651.67,118.47,1.943,0.34493,0.0035424,329.16,14.584,7.7747,251.95,72.992
2451529,12/16/1999,Thu,35.261,7.3193,2.1671,,3.4437,,0.98337,1.9921,5.8469,6.4505,645.07,117.25,1.9233,0.344638,0.0035542,324.87,14.595,7.7725,250.08,72.405
2451530,12/17/1999,Fri,35.674,7.3733,2.1842,,3.4439,,0.99115,1.9743,5.8931,6.5015,650.07,118.21,1.9385,0.344429,0.0035336,327.55,14.586,7.7722,251.65,72.717
2451533,12/20/1999,Mon,35.736,7.3837,2.1888,,3.443,,0.99322,2.0004,5.9054,6.5151,651.56,118.47,1.9426,0.381366,0.0035273,327.95,14.593,7.7716,251.7,72.57
2451534,12/21/1999,Tue,35.823,7.3709,2.1826,,3.3978,,0.99042,1.9709,5.8888,6.4967,649.65,118.1,1.9371,0.382068,0.0035406,327.2,14.596,7.7707,251.24,71.986
2451535,12/22/1999,Wed,35.892,7.3788,2.1862,,3.3991,,0.99207,1.9692,5.8986,6.5076,650.73,118.31,1.9403,0.344977,0.0034974,327.67,14.59,7.7709,251.13,72.271
2451536,12/23/1999,Thu,35.54,7.3199,2.1681,,3.407,,0.98384,1.9665,5.8497,6.4536,645.42,117.32,1.9242,0.390849,0.0034949,325.42,14.589,7.7688,250.46,71.878
2451537,12/24/1999,Fri,35.607,7.341,2.175,,3.4197,,0.98696,1.9647,5.8682,6.474,647.35,117.74,1.9303,0.390478,0.003479,326.48,14.609,7.7702,251.07,72.112
2451542,12/29/1999,Wed,35.984,7.4015,2.1936,,3.4428,,0.9954,1.9681,5.9184,6.5294,652.88,118.72,1.9468,0.349567,0.0034459,328.73,14.609,7.7717,253.19,72.463
2451543,12/30/1999,Thu,36.015,7.4171,2.1974,,3.4449,,0.99712,2.0036,5.9286,6.5407,653.92,118.9,1.9502,0.34928,0.0034443,329.18,14.618,7.7735,253.62,72.577
2451544,12/31/1999,Fri,35.811,7.3902,2.1898,,3.4418,,0.99367,1.9647,5.9081,6.518,651.9,118.5,1.9434,0.344462,0.0034784,327.65,14.623,7.7735,252.52,72.346
2451548,1/4/2000,Tue,35.25,7.2167,2.1372,,3.4448,,0.96981,1.9381,5.7662,6.3615,636.28,115.7,1.8968,0.344894,0.0035577,320.53,14.622,7.7773,246.65,71.881
2451549,1/5/2000,Wed,35.09,7.2132,2.1329,,3.4455,,0.96786,1.9454,5.7546,6.3487,634.86,115.46,1.893,0.349711,0.0035707,320.31,14.542,7.7779,245.84,71.847
2451550,1/6/2000,Thu,35.071,7.2098,2.1346,,3.4076,,0.96862,1.9475,5.7592,6.3537,635.46,115.55,1.8945,0.346105,0.0035716,319.68,14.556,7.7779,246.12,71.991
2451551,1/7/2000,Fri,34.99,7.2241,2.1408,,3.4093,,0.97145,1.9568,5.776,6.3723,637.28,115.87,1.9,0.374358,0.0035497,321.23,14.556,7.7777,246.88,72.099
2451554,1/10/2000,Mon,35.097,7.253,2.1495,,3.446,,0.97542,1.9552,5.7996,6.3983,639.89,116.33,1.9078,0.374395,0.0035547,322.07,14.549,7.7785,247.91,72.314
2451555,1/11/2000,Tue,35.015,7.2144,2.1343,,3.4082,,0.9685,1.9551,5.7584,6.3529,635.27,115.48,1.8942,0.348635,0.0035357,321.06,14.544,7.7785,246.26,72.001
2451556,1/12/2000,Wed,35.001,7.2373,2.1429,,3.4016,,0.97239,1.9513,5.7816,6.3785,637.75,115.91,1.9018,0.364587,0.0035507,321.62,14.548,7.7785,247.13,71.625
2451557,1/13/2000,Thu,35.162,7.2506,2.1458,,3.4084,,0.97373,1.9513,5.7895,6.3873,638.78,116.14,1.9045,0.348414,0.0035302,322.66,14.549,7.7785,247.82,71.824
2451558,1/14/2000,Fri,35.527,7.3494,2.175,,3.4221,,0.98699,1.9334,5.8684,6.4742,647.3,117.73,1.9304,0.34839,0.0035305,326.71,14.639,7.7785,250.88,72.32
2451561,1/17/2000,Mon,35.634,7.3757,2.1844,,3.4097,,0.99125,1.9482,5.8937,6.5022,650.29,118.24,1.9387,0.34875,0.0035089,327.79,14.64,7.7789,252.06,72.359
2451562,1/18/2000,Tue,35.574,7.3534,2.1771,,3.4092,,0.98794,1.9713,5.874,6.4805,647.94,117.8,1.9322,0.349422,0.0034996,327.11,14.639,7.7789,251.57,72.469
2451563,1/19/2000,Wed,35.64,7.3571,2.1793,,3.4074,,0.9889,1.9639,5.8797,6.4868,648.64,117.98,1.9341,0.349952,0.003485,327.32,14.639,7.7792,251.57,72.398
2451564,1/20/2000,Thu,35.632,7.3465,2.1752,,3.4081,,0.98705,1.9512,5.8687,6.4746,647.58,117.72,1.9305,0.349758,0.0034713,327.68,14.56,7.7788,251.24,72.364
2451565,1/21/2000,Fri,35.675,7.3783,2.182,,3.3981,,0.99016,1.9492,5.8872,6.495,649.59,118.09,1.9366,0.351097,0.0034598,329.03,14.561,7.779,252.03,72.409
2451568,1/24/2000,Mon,35.763,7.4303,2.1991,,3.4212,,0.99792,1.9659,5.9334,6.5459,654.55,119.01,1.9518,0.387097,0.0034685,330.81,14.661,7.8045,253.58,72.727
2451569,1/25/2000,Tue,35.714,7.4061,2.1941,,3.4062,,0.99564,1.9696,5.9198,6.531,653.2,118.73,1.9473,0.351834,0.003477,329.52,14.661,7.7797,253.49,72.567
